年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2022,8,1,10,4,臺中市,豐原區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,2,7,1,1,G02,7,21,7,19,2,15,,6,6,1,22,8,G02,120.741293,24.263493,2
2022,8,1,10,41,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.69877,24.246636,3
2022,8,1,10,49,臺中市,北區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,17,43,2,9,3,4,C03,7,9,1,10,2,14,,43,43,1,5,8,C03,120.692393,24.161748,2
2022,8,1,10,55,臺中市,太平區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,2,4,1,12,26,3,10,1,1,B03,7,4,1,8,2,2,,26,1,1,5,8,B03,120.716077,24.149267,2
2022,8,1,11,15,臺中市,大雅區,0,1,0,8,1,5,50,15,9,1,5,4,5,7,4,4,5,5,5,1,13,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,22,1,C03,120.65399,24.23291,2
2022,8,1,11,25,臺中市,梧棲區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.52991,24.255611,2
2022,8,1,11,30,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,,1,,,,120.671511,24.181585,3
2022,8,1,11,34,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,5,,B03,120.682402,24.146521,3
2022,8,1,11,35,臺中市,東勢區,0,0,0,8,,,60,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.827216,24.251406,3
2022,8,1,11,39,臺中市,梧棲區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,9,,B12,120.534624,24.26612,3
2022,8,1,11,43,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,7,9,,,12,12,2,21,,B03,120.689701,24.189077,3
2022,8,1,11,44,臺中市,大雅區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,1,11,5,3,10,1,1,B03,7,9,1,8,2,1,,5,5,1,22,9,B03,120.671104,24.222231,2
2022,8,1,12,8,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,44,,,,,B12,,,1,,2,,,44,44,1,22,,B12,120.6706,24.22566,3
2022,8,1,12,11,臺中市,清水區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.579792,24.270809,3
2022,8,1,12,12,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.681205,24.156502,3
2022,8,1,12,30,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,18,43,2,9,1,1,C03,7,5,1,10,2,14,,43,43,1,22,8,C03,120.709191,24.139841,2
2022,8,1,12,50,臺中市,潭子區,0,2,0,8,1,5,60,14,9,1,5,4,5,7,4,4,1,4,5,1,17,17,2,6,1,1,C03,7,9,1,10,2,14,,17,17,1,22,8,C03,120.708037,24.22857,2
2022,8,1,13,0,臺中市,豐原區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,18,8,C03,120.723537,24.245391,2
2022,8,1,13,9,臺中市,大里區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,1,15,6,3,10,3,4,B03,7,9,1,8,2,1,,23,6,1,22,9,B03,120.68572,24.107941,2
2022,8,1,13,20,臺中市,沙鹿區,0,1,0,8,1,5,50,4,18,1,5,4,5,7,2,1,10,5,5,2,3,15,3,10,1,1,B12,7,5,1,8,2,8,,15,15,1,12,7,B12,120.559405,24.236387,2
2022,8,1,13,41,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B01,,,1,,1,,,12,,1,21,,B01,120.692251,24.161431,3
2022,8,1,13,42,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.700225,24.111203,4
2022,8,1,13,47,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B12,,,1,,2,,,6,,1,12,,B12,120.70532,24.098721,3
2022,8,1,13,55,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,G03,,,1,,11,,,12,,1,22,,G03,120.690708,24.160824,3
2022,8,1,13,55,臺中市,北區,0,1,0,6,1,5,50,4,9,1,4,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.681175,24.153389,2
2022,8,1,14,1,臺中市,北區,0,1,0,6,1,5,40,14,8,1,4,4,5,7,4,4,3,4,4,2,12,6,3,10,3,4,B03,7,6,1,8,2,5,,6,6,1,5,8,B03,120.675256,24.159974,2
2022,8,1,14,5,臺中市,大雅區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,9,C03,120.64225,24.22911,2
2022,8,1,14,15,臺中市,梧棲區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,A41,,,1,,1,,,23,,1,10,,A41,120.534786,24.266016,3
2022,8,1,14,23,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,21,,B03,120.683164,24.154332,3
2022,8,1,14,23,臺中市,北區,0,2,0,6,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.69432,24.160476,2
2022,8,1,14,27,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.684903,24.167702,3
2022,8,1,14,36,臺中市,北區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.673773,24.165153,3
2022,8,1,14,42,臺中市,北區,0,0,0,,,,40,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,5,,C03,120.686051,24.159162,3
2022,8,1,14,45,臺中市,南區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,4,4,3,4,4,2,17,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.662732,24.120303,2
2022,8,1,14,45,臺中市,神岡區,0,2,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,13,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.683311,24.246558,2
2022,8,1,14,50,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,5,,B03,120.684358,24.172428,3
2022,8,1,14,53,臺中市,東勢區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,6,8,2,1,,6,6,1,21,8,B03,120.835254,24.248905,2
2022,8,1,15,12,臺中市,大里區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,5,,B03,120.664484,24.095841,3
2022,8,1,15,14,臺中市,北屯區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.665771,24.191336,3
2022,8,1,15,31,臺中市,霧峰區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,5,5,1,18,43,2,9,1,1,C03,7,1,1,10,2,15,,43,43,1,20,9,C03,120.714975,24.076206,2
2022,8,1,15,35,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,7,,1,,,42,,1,21,,B03,120.701964,24.182029,3
2022,8,1,15,49,臺中市,大里區,0,0,0,6,,,30,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,6,,B12,120.693313,24.107148,3
2022,8,1,15,49,臺中市,大甲區,0,0,0,8,,,60,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,,1,21,,B03,120.618169,24.338941,3
2022,8,1,15,55,臺中市,龍井區,0,0,0,6,,,70,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.587475,24.185518,3
2022,8,1,15,57,臺中市,大里區,0,0,0,6,,,30,,,,,,,,,,,,,,,12,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.665541,24.109028,3
2022,8,1,15,58,臺中市,南區,0,1,0,7,1,5,50,3,1,1,4,4,5,7,4,4,9,5,5,2,16,6,2,7,3,4,F01,7,5,8,20,2,16,,6,6,1,5,8,F01,120.671025,24.11634,2
2022,8,1,16,4,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,44,,,,,B03,,,1,,1,,,6,44,1,20,,B03,120.676126,24.135716,3
2022,8,1,16,6,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,20,,B03,120.574757,24.266838,3
2022,8,1,16,12,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,C03,,,2,,1,,,43,,1,5,,C03,120.535695,24.258119,3
2022,8,1,16,18,臺中市,西區,0,1,0,8,1,5,50,3,1,1,4,4,5,7,4,4,9,5,5,2,9,23,3,10,3,4,C03,7,5,1,10,2,12,,23,23,1,21,8,C03,120.665087,24.132784,2
2022,8,1,16,18,臺中市,北區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,C03,7,5,1,10,2,15,,6,6,1,22,8,C03,120.673651,24.159219,2
2022,8,1,16,20,臺中市,大里區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,5,,C03,120.681866,24.114991,3
2022,8,1,16,30,臺中市,大肚區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,26,3,10,1,1,B03,7,7,1,8,2,8,,26,26,1,19,8,B03,120.54377,24.152832,2
2022,8,1,16,31,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,1,10,2,11,,6,6,1,5,8,C03,120.708853,24.143298,2
2022,8,1,16,33,臺中市,神岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.646336,24.250821,4
2022,8,1,16,35,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.692259,24.156058,3
2022,8,1,16,35,臺中市,大甲區,0,0,0,8,,,70,,,,,,,,,,,,,,,35,,,,,B12,,,6,,1,,,35,,1,21,,B12,120.645438,24.37185,3
2022,8,1,16,40,臺中市,沙鹿區,0,1,0,8,1,5,40,5,1,1,5,4,5,1,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.568503,24.238265,2
2022,8,1,16,48,臺中市,霧峰區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,9,5,5,2,26,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,9,C03,120.686626,24.053691,2
2022,8,1,16,58,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.673046,24.162749,3
2022,8,1,16,58,臺中市,豐原區,0,1,0,7,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,16,10,3,10,1,1,B12,7,11,1,8,2,1,,10,10,1,21,8,B12,120.705933,24.251205,2
2022,8,1,17,0,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,11,8,3,10,1,1,C03,7,5,3,18,2,11,,8,8,1,20,8,C03,120.625946,24.348963,2
2022,8,1,17,2,臺中市,大甲區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,21,,B03,120.617516,24.341799,3
2022,8,1,17,15,臺中市,豐原區,0,0,0,8,,,60,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,22,,B03,120.721125,24.264025,3
2022,8,1,17,17,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.644918,24.225409,3
2022,8,1,17,20,臺中市,大肚區,0,1,0,8,1,5,50,4,3,1,5,4,5,7,1,1,10,5,5,2,16,23,3,10,1,1,C03,7,9,1,10,2,11,,23,23,1,11,1,C03,120.545949,24.148597,2
2022,8,1,17,22,臺中市,石岡區,0,2,0,8,1,5,30,11,9,1,4,4,5,7,4,4,5,5,5,1,11,26,2,7,1,1,C03,7,9,1,10,2,11,,26,26,1,21,8,C03,120.80005,24.267893,2
2022,8,1,17,23,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,4,1,17,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,8,B03,120.704808,24.202913,2
2022,8,1,17,25,臺中市,梧棲區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,11,1,C03,120.543414,24.261653,2
2022,8,1,17,27,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,21,,B03,120.719075,24.171288,3
2022,8,1,17,29,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,8,2,,,23,23,1,5,,B03,120.682955,24.134636,3
2022,8,1,17,36,臺中市,北區,0,0,0,,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.673801,24.165908,3
2022,8,1,17,36,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,22,,B03,120.667078,24.170765,3
2022,8,1,17,43,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,1,,,23,,1,22,,B02,120.673773,24.165153,3
2022,8,1,17,45,臺中市,北區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,5,5,4,2,16,26,2,9,1,1,C03,7,5,1,10,2,12,,26,26,1,22,8,C03,120.680818,24.159064,2
2022,8,1,17,48,臺中市,梧棲區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,2,5,1,16,43,2,9,1,1,C04,7,9,1,8,2,14,,43,43,1,19,8,C04,120.534835,24.257795,2
2022,8,1,17,53,臺中市,北區,0,1,0,8,2,5,30,3,1,1,4,4,3,5,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,21,8,B03,120.671344,24.166278,2
2022,8,1,17,54,臺中市,潭子區,0,2,0,8,1,5,60,14,9,1,5,4,5,7,4,4,9,4,4,1,17,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,22,8,C03,120.704655,24.202745,2
2022,8,1,17,58,臺中市,沙鹿區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,5,1,10,2,14,,25,25,1,20,8,C03,120.566781,24.23694,2
2022,8,1,18,0,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,11,,,6,,2,19,,B03,120.564217,24.211929,3
