年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2022,12,1,7,48,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.67059,24.162935,3
2022,12,1,7,48,臺中市,南區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,2,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.65663,24.120705,2
2022,12,1,7,48,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,4,,B03,120.718503,24.163188,3
2022,12,1,7,48,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.606645,24.185358,3
2022,12,1,7,50,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,3,5,7,2,1,10,5,5,2,15,42,3,10,1,1,C03,7,9,1,10,2,12,,42,42,1,3,5,C03,120.597591,24.249998,2
2022,12,1,7,50,臺中市,大甲區,0,1,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,C03,7,9,1,10,2,11,,6,6,1,7,8,C03,120.626213,24.348041,2
2022,12,1,7,58,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,,1,21,,C03,120.732734,24.135711,3
2022,12,1,8,0,臺中市,清水區,0,0,0,6,1,5,90,14,9,1,4,4,5,7,4,4,1,4,5,1,13,23,3,10,1,1,A12,7,9,1,7,1,5,,23,23,1,5,1,A12,120.553015,24.296798,3
2022,12,1,8,10,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.600281,24.107611,3
2022,12,1,8,14,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,9,56,3,10,1,1,H02,7,19,8,20,10,16,,56,56,1,22,9,H02,120.687604,24.210417,2
2022,12,1,8,14,臺中市,大肚區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,29,23,3,10,3,4,B01,7,9,1,4,2,8,2,23,23,1,22,9,B01,120.56488,24.157015,2
2022,12,1,8,16,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.682137,24.201216,3
2022,12,1,8,16,臺中市,北屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,18,23,2,9,1,1,C03,7,6,1,10,2,14,,23,23,1,21,8,C03,120.682031,24.181897,2
2022,12,1,8,16,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C04,,,1,,1,,,23,,1,21,,C04,120.579159,24.169455,3
2022,12,1,8,23,臺中市,梧棲區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,A11,,,1,,2,,,23,,1,10,,A11,120.525639,24.229989,3
2022,12,1,8,24,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,7,3,10,3,4,C03,7,6,1,10,2,14,,44,7,1,22,8,C03,120.635778,24.165096,2
2022,12,1,8,25,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,21,,C03,120.681503,24.155011,3
2022,12,1,8,26,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,9,,,23,,1,22,,B03,120.718106,24.19633,3
2022,12,1,8,27,臺中市,大肚區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,26,3,10,1,1,B03,7,11,1,8,2,4,,26,26,1,21,8,B03,120.546765,24.145986,2
2022,12,1,8,28,臺中市,南屯區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,22,,B03,120.635711,24.143383,3
2022,12,1,8,28,臺中市,大里區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,1,4,5,1,17,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,5,8,C03,120.693963,24.109148,2
2022,12,1,8,29,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,C03,7,9,1,10,2,11,,14,6,1,2,1,C03,120.594093,24.190783,2
