年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2022,5,1,10,1,臺中市,神岡區,0,1,0,8,1,5,30,15,9,1,5,4,5,7,4,4,10,5,5,2,17,42,2,9,1,1,C03,7,5,1,10,2,15,,42,42,1,22,8,C03,120.6907,24.254633,2
2022,5,1,10,7,臺中市,西區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,21,8,C03,120.661679,24.149037,2
2022,5,1,10,8,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,26,2,9,3,4,C03,7,11,1,10,2,11,,26,26,1,22,8,C03,120.653475,24.195473,2
2022,5,1,10,8,臺中市,烏日區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,17,8,3,10,1,1,F01,7,5,8,20,2,16,,8,8,1,5,7,F01,120.619933,24.10659,2
2022,5,1,10,22,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,12,1,21,,B03,120.718286,24.188347,3
2022,5,1,10,27,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,3,18,2,11,,25,25,1,5,8,C03,120.65714,24.157107,2
2022,5,1,10,48,臺中市,西屯區,0,0,0,8,,,1,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,22,,B03,120.662548,24.166601,3
2022,5,1,10,58,臺中市,北屯區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,5,8,C03,120.724708,24.177016,2
2022,5,1,10,59,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,,1,,,6,6,1,4,,B03,120.665938,24.131078,3
2022,5,1,11,9,臺中市,太平區,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,5,5,4,1,17,7,2,8,1,1,F03,7,7,8,20,2,15,,7,7,1,19,7,F03,120.727301,24.149989,2
2022,5,1,11,13,臺中市,東區,0,1,0,7,1,5,40,14,7,1,5,4,5,7,4,4,1,4,4,2,12,43,2,8,1,1,C03,7,9,1,10,2,14,,43,43,1,21,8,C03,120.691465,24.132345,2
2022,5,1,11,15,臺中市,沙鹿區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,4,4,1,4,4,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,4,8,B03,120.563445,24.233065,2
2022,5,1,11,17,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,21,,B03,120.663261,24.155738,3
2022,5,1,11,17,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,67,1,,,,120.702062,24.158226,3
2022,5,1,11,18,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,12,1,22,,B03,120.656917,24.158857,3
2022,5,1,11,24,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,1,,,42,42,1,22,,C03,120.661594,24.154398,3
2022,5,1,11,29,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.657298,24.1495,3
2022,5,1,11,40,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.636651,24.171476,3
2022,5,1,11,40,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,C03,,,1,,2,,,42,42,1,5,,C03,120.617178,24.352743,3
2022,5,1,11,41,臺中市,南區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.657978,24.124903,2
2022,5,1,11,45,臺中市,西屯區,0,2,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,10,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,22,8,C03,120.668259,24.175183,2
2022,5,1,11,46,臺中市,東區,0,1,0,8,1,5,40,3,2,1,5,4,5,7,4,4,5,5,4,2,18,23,2,9,1,1,C03,7,1,1,10,2,12,,23,23,1,5,8,C03,120.693311,24.151646,2
2022,5,1,11,53,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,4,2,16,14,3,10,1,1,B03,7,9,1,10,2,5,,14,14,1,21,5,B03,120.725047,24.241037,2
2022,5,1,12,10,臺中市,烏日區,0,1,0,8,1,5,60,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,21,8,B03,120.611197,24.10757,2
2022,5,1,12,11,臺中市,中區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,4,5,C03,120.677126,24.144604,2
2022,5,1,12,28,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,14,12,2,9,3,4,C03,7,2,1,10,2,12,,12,12,1,22,8,C03,120.620853,24.186815,2
2022,5,1,12,30,臺中市,大雅區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,5,5,5,1,17,6,3,10,1,1,C03,7,9,1,10,2,15,,6,6,1,22,9,C03,120.628031,24.229423,2
2022,5,1,12,45,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,43,1,,,,120.704308,24.239536,3
2022,5,1,12,47,臺中市,南區,0,0,0,7,1,5,50,14,22,1,5,4,5,7,4,4,5,4,5,2,14,18,3,10,1,1,B03,7,3,1,8,2,5,,18,18,1,21,8,B03,120.678161,24.127981,3
2022,5,1,12,49,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.686408,24.198531,3
2022,5,1,12,50,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,1,11,,16,16,1,22,8,C03,120.652407,24.159681,2
2022,5,1,12,52,臺中市,西區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,3,18,2,11,,6,6,1,22,8,C03,120.655138,24.147259,2
2022,5,1,12,57,臺中市,沙鹿區,0,3,0,7,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,4,8,C03,120.56885,24.223565,2
2022,5,1,13,12,臺中市,東區,0,1,0,8,2,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,12,23,3,10,1,1,C03,7,6,1,10,2,13,,6,23,1,22,8,C03,120.701316,24.12545,2
2022,5,1,13,13,臺中市,北屯區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,1,21,,B03,120.733485,24.161148,3
2022,5,1,13,23,臺中市,南區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,23,3,10,1,1,B03,7,6,1,8,2,5,,6,23,1,5,8,B03,120.666722,24.114222,2
2022,5,1,13,24,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,26,1,21,,B03,120.696669,24.164922,3
2022,5,1,13,26,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,22,,B03,120.628823,24.16217,3
2022,5,1,13,28,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,5,8,B03,120.699226,24.180968,2
2022,5,1,13,43,臺中市,沙鹿區,0,1,0,7,1,5,50,3,1,1,5,1,5,7,1,1,10,4,4,2,17,6,3,10,1,1,B12,7,6,1,8,2,5,,6,6,1,22,9,B12,120.569324,24.22046,2
2022,5,1,13,48,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,11,,,42,42,1,22,,B03,120.691554,24.161429,3
2022,5,1,13,51,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,9,,,,,B03,,,1,,2,,,9,9,1,21,,B03,120.53072,24.254682,3
2022,5,1,13,55,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,4,,B03,120.662994,24.150902,3
2022,5,1,14,5,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,9,,B03,120.624952,24.347659,3
2022,5,1,14,7,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,1,,,23,23,1,22,,B02,120.6646,24.162733,3
2022,5,1,14,7,臺中市,沙鹿區,0,2,0,7,1,5,40,3,1,1,5,4,5,7,3,1,5,5,5,2,16,6,2,9,1,1,F03,7,5,8,20,2,16,,6,6,1,4,8,F03,120.557633,24.23294,2
2022,5,1,14,17,臺中市,西區,0,1,0,7,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,21,8,B03,120.661694,24.132131,2
2022,5,1,14,21,臺中市,沙鹿區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,9,B03,120.579471,24.218511,2
2022,5,1,14,22,臺中市,外埔區,0,0,0,7,1,5,30,13,9,1,5,4,5,7,4,4,10,5,5,2,13,42,,,,,B03,,,1,,2,,,42,42,1,19,,B03,120.63919,24.342399,3
2022,5,1,14,23,臺中市,北區,0,1,0,7,1,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,16,19,3,10,1,1,B03,7,1,1,8,2,8,,19,19,1,22,8,B03,120.675073,24.166458,2
2022,5,1,14,24,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,17,10,3,10,1,1,B03,7,11,1,8,2,15,,10,10,1,21,8,B03,120.72636,24.242397,2
2022,5,1,14,35,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,12,1,21,,B03,120.66432,24.145893,3
2022,5,1,14,39,臺中市,東區,0,2,0,7,1,5,50,5,1,1,5,4,5,7,1,1,5,5,4,2,16,9,2,9,1,1,C03,7,6,1,10,2,12,,9,9,1,21,8,C03,120.69451,24.142756,2
2022,5,1,14,39,臺中市,西屯區,0,1,0,8,1,5,50,3,7,1,5,4,5,7,2,1,4,5,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,22,8,B03,120.647151,24.165606,2
2022,5,1,14,40,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,22,,B03,120.751666,24.121944,3
2022,5,1,14,43,臺中市,南區,0,1,0,7,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B03,7,2,1,8,2,3,,12,12,1,21,8,B03,120.661776,24.129611,2
2022,5,1,14,45,臺中市,北區,0,0,0,8,,,0,,,,,,,,,,,,,,,17,,,,,C03,,,1,,11,,,17,17,1,22,,C03,120.687049,24.158997,3
2022,5,1,15,4,臺中市,大肚區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,23,1,2,,B12,120.565602,24.122713,3
2022,5,1,15,9,臺中市,西區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,18,43,2,9,1,1,C03,7,9,1,10,2,15,,43,43,1,22,9,C03,120.656885,24.140403,2
2022,5,1,15,25,臺中市,西區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,2,4,2,18,42,2,9,3,1,C03,7,9,1,10,2,14,,42,42,1,22,5,C03,120.657807,24.15437,2
2022,5,1,15,26,臺中市,北區,0,0,0,8,1,5,40,4,2,1,5,4,5,7,1,1,10,5,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,11,13,23,23,1,22,8,C03,120.689527,24.146928,3
2022,5,1,15,40,臺中市,沙鹿區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,4,5,C03,120.566215,24.242317,2
2022,5,1,15,47,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,17,,,,,A02,,,1,,2,,,17,17,1,4,,A02,120.668775,24.152051,3
2022,5,1,15,55,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,22,,B03,120.670791,24.173683,3
2022,5,1,15,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,19,,B03,120.692977,24.176505,3
2022,5,1,15,56,臺中市,豐原區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,3,3,3,1,17,19,3,10,3,4,C03,7,1,1,10,2,11,,19,19,1,22,8,C03,120.708191,24.2502,2
2022,5,1,15,57,臺中市,石岡區,0,1,0,8,1,5,70,14,12,1,5,4,5,7,4,4,3,4,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.785855,24.274776,2
2022,5,1,15,58,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,11,,,23,23,1,22,,C03,120.655124,24.168525,3
2022,5,1,16,0,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,8,,,,,B03,,,1,,1,,,8,8,1,22,,B03,120.628867,24.162746,3
2022,5,1,16,8,臺中市,大甲區,0,0,0,6,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,5,,3,,,23,23,1,22,,B03,120.626845,24.340601,3
2022,5,1,16,13,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,4,B03,7,5,1,8,2,8,,6,6,1,22,8,B03,120.586061,24.187068,2
2022,5,1,16,14,臺中市,北屯區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,1,1,1,4,5,2,12,17,3,10,1,1,A41,7,9,1,1,2,5,,17,17,1,10,8,A41,120.668337,24.201239,2
2022,5,1,16,19,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,21,,B03,120.734946,24.17645,3
2022,5,1,16,28,臺中市,西區,0,0,0,8,1,5,50,4,2,1,5,4,5,7,4,4,3,4,4,2,17,18,,,,,B03,,,1,,1,,,18,18,1,22,,B03,120.668285,24.142527,3
2022,5,1,16,43,臺中市,沙鹿區,0,3,0,7,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,11,6,2,8,1,1,C03,7,5,2,18,2,12,,6,6,1,22,9,C03,120.57373,24.229068,2
2022,5,1,16,45,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,1,,,16,16,1,5,,C03,120.7187,24.122018,3
2022,5,1,16,45,臺中市,東勢區,0,1,0,8,1,5,60,14,12,1,5,4,5,7,4,4,3,4,4,1,17,6,3,10,1,1,B12,7,3,1,8,2,2,,6,6,1,22,8,B12,120.83028,24.248556,2
2022,5,1,16,50,臺中市,豐原區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,2,1,4,5,4,2,15,25,2,3,1,1,C03,7,9,1,10,2,12,,25,25,1,21,8,C03,120.723504,24.252109,2
2022,5,1,16,52,臺中市,北區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,16,3,10,1,1,B03,7,9,1,8,2,5,,16,16,1,22,9,B03,120.674397,24.147062,2
2022,5,1,17,2,臺中市,清水區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,23,3,10,1,1,B03,7,9,1,8,2,2,,23,23,1,5,5,B03,120.577229,24.271314,3
2022,5,1,17,3,臺中市,大肚區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,2,8,C03,120.530638,24.173458,2
2022,5,1,17,16,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,2,1,10,5,5,2,12,7,2,9,3,4,C03,7,8,1,10,1,12,,7,7,1,22,8,C03,120.639069,24.168932,2
2022,5,1,17,17,臺中市,大肚區,0,2,0,8,1,5,30,15,20,4,5,4,5,7,4,4,10,5,5,2,17,42,2,9,1,4,C03,7,15,1,10,2,14,,42,42,1,22,8,C03,120.582368,24.172738,2
