年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2022,6,1,13,59,臺中市,太平區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,8,,10,10,1,21,8,B03,120.716569,24.132396,2
2022,6,1,14,3,臺中市,和平區,0,0,0,8,,,30,,,,,,,,,,,,,,,9,,,,,B03,,,1,,2,,,9,9,1,5,,B03,121.322103,24.348592,3
2022,6,1,14,16,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,21,,B03,120.70618,24.182378,3
2022,6,1,14,19,臺中市,豐原區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,5,4,4,2,12,8,3,10,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.714741,24.245658,2
2022,6,1,14,30,臺中市,大安區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,A31,,,1,,7,,,12,12,1,10,,A31,120.575071,24.34541,3
2022,6,1,14,31,臺中市,豐原區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,23,1,21,,B02,120.705306,24.255175,3
2022,6,1,14,32,臺中市,大雅區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,7,3,10,1,1,B12,7,8,1,8,2,2,,7,7,1,22,8,B12,120.650426,24.211242,2
2022,6,1,14,38,臺中市,南屯區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,3,5,5,2,16,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.646629,24.140096,2
2022,6,1,14,40,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,5,3,1,10,5,5,2,16,6,2,8,1,1,C03,7,9,1,10,2,14,,6,6,1,22,9,C03,120.561854,24.236877,2
2022,6,1,14,47,臺中市,后里區,0,0,0,8,1,5,50,3,2,1,5,4,5,7,4,4,1,4,4,1,13,23,3,10,1,1,B12,7,6,1,7,2,1,,23,23,1,21,8,B12,120.7301,24.287931,3
2022,6,1,14,50,臺中市,北屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,3,4,C03,7,5,1,10,2,11,,6,6,1,21,8,C03,120.730256,24.175871,2
2022,6,1,14,51,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,7,1,22,,B03,120.651808,24.165795,3
2022,6,1,14,56,臺中市,西區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,10,4,2,9,3,4,C03,7,9,1,10,2,14,,4,4,1,21,8,C03,120.662979,24.153464,2
2022,6,1,15,0,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,11,,,23,23,1,19,,B03,120.665903,24.147783,3
2022,6,1,15,0,臺中市,大肚區,0,0,0,,,,50,,,,,,,,,,,,,,,12,,,,,A11,,,1,,2,,,12,12,1,22,,A11,120.574894,24.118683,3
2022,6,1,15,1,臺中市,龍井區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,11,,8,8,1,21,8,C03,120.563331,24.200073,2
2022,6,1,15,2,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,40,,,,,B12,,,1,8,2,,,40,40,1,21,,B12,120.684925,24.135194,3
2022,6,1,15,9,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,22,,B03,120.683361,24.244571,3
2022,6,1,15,10,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,2,9,1,1,C03,7,5,1,10,2,13,,26,26,1,22,8,C03,120.663444,24.185416,2
2022,6,1,15,14,臺中市,神岡區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,1,16,6,3,10,1,1,B02,7,6,1,8,2,8,,6,6,1,22,8,B02,120.707985,24.26658,2
2022,6,1,15,20,臺中市,大甲區,0,0,0,8,1,2,70,3,2,1,5,4,5,7,2,1,1,3,4,1,13,23,3,10,1,1,A41,7,9,1,1,4,1,,23,23,1,10,3,A41,120.626261,24.35822,3
2022,6,1,15,22,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,22,,B03,120.704571,24.249653,3
2022,6,1,15,31,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,10,3,10,1,1,B03,7,11,1,8,2,1,,10,10,1,22,8,B03,120.683428,24.155031,2
2022,6,1,15,31,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,6,,6,6,1,5,8,B03,120.68593,24.143639,2
2022,6,1,15,32,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,19,1,4,,B03,120.657224,24.138271,3
